Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
170164000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
170164000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
170164000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
170164000,0000000E,false,0,8,20,66,3F,FF,08,FF,C0,19,
170164000,00000210,false,0,7,00,00,E3,26,29,86,FF,00,
170164000,000002AC,false,0,8,0E,00,2F,90,00,00,D6,CE,
170164000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8D,
170164000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
170164000,000003EC,false,0,8,00,00,00,00,00,00,00,00,
170164000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
170164000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
170164000,00000154,false,0,8,10,17,0D,00,00,98,00,00,
170164000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
170164000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
170164000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
170164000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
170164000,0000059C,false,0,8,01,00,00,00,FE,00,00,09,
170164000,00000106,false,0,8,92,00,92,00,7E,00,00,A9,
170164000,0000079C,false,0,8,18,00,00,00,00,00,00,00,
170164000,00000102,false,0,6,FE,95,AA,FF,7C,FF,00,00,
170164000,00000116,false,0,6,00,C0,09,42,98,BA,00,00,
170164000,0000020A,false,0,8,00,01,01,82,91,42,11,11,
170174000,00000126,false,0,7,01,03,8D,00,00,08,09,00,
170174000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
170174000,000006F2,false,0,8,09,44,33,D0,2C,34,0B,CD,
170174000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
170174000,00000222,false,0,7,00,00,F6,95,00,10,70,00,
170174000,000002A2,false,0,7,00,00,F6,95,00,10,70,00,
170174000,00000232,false,0,4,07,24,68,82,00,00,00,00,
170174000,00000402,false,0,2,10,00,00,00,00,00,00,00,
170174000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170174000,0000000E,false,0,8,20,65,3F,FF,08,FF,D0,1E,
170174000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
170174000,00000108,false,0,4,00,00,0C,22,00,00,00,00,
170174000,00000168,false,0,8,B9,0C,1C,7F,00,00,C0,86,
170174000,000001F8,false,0,8,01,EF,F0,84,D1,C7,00,00,
170174000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170174000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
170174000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
170174000,000003FC,false,0,8,00,00,00,00,00,00,00,00,
170174000,00000228,false,0,4,40,C0,E0,00,00,00,00,00,
170174000,000003FC,false,0,8,00,00,00,00,00,00,00,00,
170174000,00000154,false,0,8,10,17,0D,00,00,8E,00,00,
170174000,0000051A,false,0,8,43,09,00,00,00,00,00,00,
170174000,00000308,false,0,8,E9,EC,10,10,B9,30,00,00,
170174000,00000328,false,0,8,8A,8A,8C,02,00,00,00,00,
170174000,000003F8,false,0,8,A4,02,9A,02,92,02,96,02,
170174000,00000106,false,0,8,90,20,90,00,7D,00,00,C4,
170174000,00000318,false,0,8,7B,78,7F,14,62,00,00,F1,
170174000,00000318,false,0,8,7B,78,7F,14,62,00,00,00,
170174000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
170184000,0000000E,false,0,8,20,65,3F,FF,08,FF,E0,54,
170184000,000003CC,false,0,8,00,00,00,00,00,00,00,00,
170184000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
170184000,00000154,false,0,8,10,17,0D,00,00,8E,00,00,
170184000,00000106,false,0,8,8E,40,8E,00,7C,00,00,DF,
170184000,00000116,false,0,6,00,C0,08,42,9A,BB,00,00,
170184000,00000102,false,0,6,EF,95,AC,FF,4C,FF,00,00,
170194000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
170194000,00000288,false,0,8,00,00,00,00,A8,1B,00,A3,
170194000,00000108,false,0,4,00,00,0D,23,00,00,00,00,
170194000,00000168,false,0,8,B9,0C,1C,7F,00,00,D0,96,
170194000,000001F8,false,0,8,01,EF,F0,93,D0,D7,00,00,
170194000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170194000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
170194000,00000154,false,0,8,10,17,0D,00,00,F1,00,B6,
170194000,00000154,false,0,8,10,17,0D,00,00,97,00,00,
170194000,00000754,false,0,8,65,64,00,00,00,7A,00,00,
170194000,00000106,false,0,8,8C,60,8C,00,7C,00,00,FB,
170194000,00000116,false,0,6,00,C0,08,42,9B,BC,00,00,
170194000,00000102,false,0,6,E4,95,B0,FF,47,FF,00,00,
170204000,0000000E,false,0,8,20,65,3F,FF,08,FF,00,E6,
170204000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
170204000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
170204000,0000022C,false,0,8,00,00,0D,8F,00,00,D6,CE,
170204000,0000071C,false,0,8,14,00,51,D1,01,00,93,DB,
170204000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
170204000,000003AC,false,0,8,00,00,00,00,00,00,00,00,
170204000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
170204000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
170204000,00000154,false,0,8,10,17,0D,00,00,99,00,00,
170204000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
170204000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170204000,00000754,false,0,8,67,00,15,00,00,00,00,00,
170204000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170204000,00000106,false,0,8,8A,80,8A,00,7B,00,00,16,
170204000,00000102,false,0,6,EF,95,B7,FF,48,FF,00,00,
170204000,00000754,false,0,8,64,D8,04,D9,04,D8,04,00,
170204000,00000116,false,0,6,00,C0,08,42,9C,BD,00,00,
170214000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
170214000,0000000E,false,0,8,20,65,3F,FF,08,FF,10,2B,
170214000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
170214000,0000033E,false,0,8,00,00,00,00,00,00,00,00,
170214000,00000228,false,0,4,40,C0,F1,00,00,00,00,00,
170214000,00000108,false,0,4,00,00,0E,24,00,00,00,00,
170214000,00000168,false,0,8,BA,0C,1C,7F,00,00,E0,A7,
170214000,000001F8,false,0,8,01,EF,F0,A4,D1,E7,00,00,
170214000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170214000,000003BC,false,0,8,00,55,55,55,01,00,00,00,
170214000,00000106,false,0,8,88,A0,88,00,7B,F1,00,30,
170214000,00000106,false,0,8,88,A0,88,00,7B,00,00,32,
170214000,00000116,false,0,6,00,C0,09,42,9D,BF,00,00,
170214000,00000102,false,0,6,EF,95,BB,FF,5C,FF,00,00,
170214000,000002C8,false,0,8,6E,80,03,7B,00,00,F0,26,
170224000,0000000E,false,0,8,20,65,3F,FF,08,FF,20,61,
170224000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
170224000,00000408,false,0,1,10,00,00,00,00,00,00,00,
170224000,00000106,false,0,8,86,C0,86,00,7C,F1,00,B0,
170224000,00000106,false,0,8,86,C0,86,00,7C,00,00,4F,
170224000,00000116,false,0,6,00,C0,09,42,9E,C0,00,00,
170224000,00000102,false,0,6,FC,95,B7,FF,84,FF,00,00,
170234000,0000000E,false,0,8,20,65,3F,FF,08,FF,30,AC,
170234000,00000108,false,0,4,00,00,0F,25,00,00,00,00,
170234000,00000278,false,0,8,00,00,00,00,04,00,60,6A,
170234000,00000288,false,0,8,00,00,00,00,A8,1B,00,A3,
170234000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170234000,000001F8,false,0,8,01,EF,F0,B5,D2,F7,00,00,
170234000,00000266,false,0,8,83,0A,01,00,86,70,0A,4B,
170234000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
170234000,00000154,false,0,8,10,17,0D,00,00,A3,00,00,
170234000,00000106,false,0,8,84,E0,84,00,7C,00,00,6B,
170234000,00000256,false,0,8,81,08,0A,30,00,F0,01,0C,
170234000,00000102,false,0,6,FC,95,B0,FF,87,FF,00,00,
170234000,00000116,false,0,6,00,C0,09,42,9F,C1,00,00,
170234000,00000266,false,0,8,83,0A,01,00,86,70,0A,4B,
170244000,0000000E,false,0,8,20,65,3F,FF,08,FF,40,F5,
170244000,00000238,false,0,8,00,FF,00,00,00,00,31,54,
170244000,0000025C,false,0,8,01,02,26,9A,07,00,4D,05,
170244000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
170244000,00000154,false,0,8,10,17,0D,00,00,9D,00,00,
170244000,00000106,false,0,8,82,00,82,00,7D,00,00,88,
170244000,00000116,false,0,6,00,C0,09,42,90,B2,00,00,
170244000,00000102,false,0,6,08,96,A9,FF,86,FF,00,00,
170244000,00000238,false,0,8,00,FF,00,00,00,00,31,54,
170254000,0000028A,false,0,8,0A,00,FF,1F,00,01,00,00,
170254000,0000048A,false,0,8,00,00,00,00,00,00,00,00,
170254000,00000338,false,0,8,D6,00,F7,00,27,01,54,54,
170254000,0000030A,false,0,8,00,01,7C,B3,02,41,00,17,
170254000,000003EA,false,0,8,01,00,00,00,FE,00,00,08,
170254000,0000065A,false,0,8,13,01,FE,00,00,08,00,00,
170254000,00000288,false,0,8,00,00,00,00,A8,1B,00,A3,
170254000,00000108,false,0,4,00,00,00,16,00,00,00,00,
170254000,000001F8,false,0,8,01,EF,F0,C5,D2,07,00,00,
170254000,00000168,false,0,8,BC,0C,1C,7F,00,00,00,C9,
170254000,000001F8,false,0,8,01,EF,F0,C5,D2,07,00,00,
170254000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170254000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
170254000,00000154,false,0,8,10,17,0D,00,00,92,00,00,
170254000,00000125,false,0,4,00,03,2D,04,00,00,00,00,
170254000,00000138,false,0,5,00,14,4A,00,00,00,00,00,
170254000,00000106,false,0,8,80,20,80,00,7D,00,00,A4,
170254000,00000116,false,0,6,00,C0,09,42,91,B3,00,00,
170254000,00000102,false,0,6,EF,95,AD,FF,4E,FF,00,00,
170264000,00000210,false,0,7,00,00,E3,26,29,86,FF,00,
170264000,0000023A,false,0,8,01,3A,00,12,00,00,00,00,
170264000,0000021A,false,0,8,FE,36,12,FE,69,05,07,AD,
170264000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
170264000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
170264000,0000024A,false,0,8,FE,FE,FE,FE,FE,FE,FE,14,
170264000,0000029A,false,0,8,01,36,FE,00,00,00,00,00,
170264000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8D,
170264000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
170264000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
170264000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
170264000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
170264000,000002AC,false,0,8,0C,00,2E,90,00,00,D6,CE,
170264000,000002BC,false,0,8,3F,40,41,78,7E,64,00,00,
170264000,00000154,false,0,8,10,17,0D,00,00,8D,00,00,
170264000,00000106,false,0,8,7E,40,7E,00,7E,00,00,C1,
170264000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
170264000,00000106,false,0,8,7E,40,7E,00,7E,00,00,C1,
170264000,000005BC,false,0,8,13,01,00,00,00,00,00,00,
170264000,00000116,false,0,6,00,C0,09,42,92,B4,00,00,
170264000,00000102,false,0,6,F1,95,B1,FF,51,FF,00,00,
170264000,00000126,false,0,7,01,03,83,00,00,08,09,00,
170264000,0000079C,false,0,8,02,00,40,03,40,03,20,00,
170264000,0000020A,false,0,8,00,01,01,82,A1,41,11,11,
170274000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
170274000,000006F2,false,0,8,0A,47,33,D2,6C,34,0F,CD,
170274000,00000288,false,0,8,00,00,00,00,A8,1B,F1,00,
170274000,000002A2,false,0,7,00,00,F8,95,00,10,70,00,
170274000,00000232,false,0,4,07,24,68,82,00,00,00,00,
170274000,00000402,false,0,2,10,00,00,00,00,00,00,00,
170274000,000003A2,false,0,8,FF,0F,FF,0F,00,00,00,32,
170274000,0000000E,false,0,8,20,64,3F,FF,08,FF,70,F9,
170274000,00000168,false,0,8,BC,0C,1C,7F,00,00,10,D9,
170274000,00000108,false,0,4,00,00,01,17,00,00,00,00,
170274000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
170274000,000001F8,false,0,8,01,EF,F0,D5,D2,17,00,00,
170274000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170274000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
170274000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
170274000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
170274000,00000154,false,0,8,10,17,0D,00,00,86,00,00,
170274000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
170274000,00000106,false,0,8,7C,60,7C,00,7E,00,00,DD,
170274000,00000116,false,0,6,00,C0,09,42,93,B5,00,00,
170274000,00000102,false,0,6,FD,95,B8,FF,4E,FF,00,00,
170274000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
170284000,0000000E,false,0,8,20,64,3F,FF,08,FF,80,86,
170284000,00000228,false,0,4,40,C0,90,59,00,00,00,00,
170284000,00000154,false,0,8,10,17,0D,00,00,79,00,00,
170284000,00000106,false,0,8,7A,80,7A,00,7D,00,00,F8,
170284000,00000116,false,0,6,00,C0,09,42,94,B6,00,00,
170284000,00000102,false,0,6,0A,96,BE,FF,58,FF,00,00,
170294000,00000154,false,0,8,10,17,0D,00,00,76,00,00,
170294000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170294000,00000108,false,0,4,00,00,02,18,00,00,00,00,
170294000,00000168,false,0,8,BD,0C,1C,7F,00,00,20,EA,
170294000,000001F8,false,0,8,01,EF,F0,E4,D1,27,00,00,
170294000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170294000,00000228,false,0,4,40,C0,A0,13,00,00,00,00,
170294000,00000106,false,0,8,78,A0,78,00,7C,00,00,13,
170294000,00000754,false,0,8,65,58,00,00,00,7A,00,00,
170294000,00000106,false,0,8,78,A0,78,00,7C,00,00,13,
170294000,00000116,false,0,6,00,C0,08,42,95,B6,00,00,
170294000,00000102,false,0,6,FD,95,BE,FF,89,FF,00,00,
170294000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
170304000,0000000E,false,0,8,20,64,3F,FF,08,FF,A0,01,
170304000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
170304000,0000062A,false,0,8,A0,00,00,00,00,00,00,63,
170304000,0000022C,false,0,8,00,00,04,8F,00,00,D6,CE,
170304000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
170304000,00000154,false,0,8,10,17,0D,00,00,7B,00,00,
170304000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
170304000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
170304000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
170304000,00000228,false,0,4,40,C0,B0,DE,00,00,00,00,
170304000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
170304000,0000071C,false,0,8,15,00,93,9B,00,00,00,00,
170304000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170304000,00000754,false,0,8,67,00,15,00,00,00,00,00,
170304000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170304000,00000106,false,0,8,76,C0,76,00,7B,00,00,2E,
170304000,00000754,false,0,8,64,37,04,37,04,37,04,00,
170304000,00000102,false,0,6,FD,95,B8,FF,8F,FF,00,00,
170304000,00000116,false,0,6,00,C0,08,42,96,B7,00,00,
170304000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
170314000,0000000E,false,0,8,20,64,3F,FF,08,FF,B0,CC,
170314000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170314000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
170314000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170314000,00000108,false,0,4,00,00,03,19,00,00,00,00,
170314000,00000168,false,0,8,BE,0C,1C,7F,00,00,30,FB,
170314000,000001F8,false,0,8,01,EF,F0,F4,D1,37,00,00,
170314000,000002A8,false,0,8,00,00,00,00,A3,00,A3,1B,
170314000,00000228,false,0,4,40,C0,C0,87,00,00,00,00,
170314000,00000154,false,0,8,10,17,0D,00,00,79,00,00,
170314000,00000102,false,0,6,0B,96,B0,FF,92,FF,00,00,
170314000,00000116,false,0,6,00,C0,08,42,97,B8,00,00,
170314000,00000102,false,0,6,0B,96,B0,FF,92,FF,00,00,
170324000,000002C8,false,0,8,6E,80,03,7B,00,00,00,36,
170324000,0000000E,false,0,8,20,63,3F,FF,08,FF,C0,5A,
170324000,00000228,false,0,4,40,C0,D0,4A,00,00,00,00,
170324000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
170324000,00000408,false,0,1,20,00,00,00,00,00,00,00,
170324000,00000154,false,0,8,10,17,0D,00,00,75,00,00,
170324000,00000116,false,0,6,00,C0,08,42,98,B9,00,00,
170324000,00000102,false,0,6,FF,95,B2,FF,64,FF,00,00,
170324000,00000116,false,0,6,00,C0,08,42,98,B9,00,00,
170334000,0000000E,false,0,8,20,63,3F,FF,08,FF,D0,97,
170334000,00000108,false,0,4,00,00,04,1A,00,00,00,00,
170334000,00000278,false,0,8,00,00,00,00,04,00,70,7A,
170334000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170334000,00000168,false,0,8,BE,0C,1C,7F,00,00,40,0B,
170334000,000001F8,false,0,8,01,EF,F0,06,D3,47,00,00,
170334000,00000154,false,0,8,10,17,0D,00,00,76,00,00,
170334000,00000228,false,0,4,40,C0,E0,00,00,00,00,00,
170334000,00000154,false,0,8,10,17,0D,00,00,76,00,00,
170334000,00000106,false,0,8,70,20,70,00,78,00,00,7F,
170334000,00000102,false,0,6,E4,95,B2,FF,5C,FF,00,00,
170334000,00000256,false,0,8,81,08,0A,30,00,00,01,1C,
170334000,00000116,false,0,6,00,C0,08,42,99,BA,00,00,
170344000,00000266,false,0,8,83,09,00,00,7B,70,0A,4B,
170344000,0000000E,false,0,8,20,63,3F,FF,08,FF,E0,DD,
170344000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
170344000,0000025C,false,0,8,01,02,26,9A,6B,00,53,05,
170344000,00000228,false,0,4,40,C0,F0,CD,00,00,00,00,
170344000,00000154,false,0,8,10,17,0D,00,00,75,00,00,
170344000,00000106,false,0,8,6E,40,6E,00,77,00,00,9A,
170344000,00000238,false,0,8,00,FF,00,00,00,00,41,0D,
170344000,00000102,false,0,6,08,96,B8,FF,5B,FF,00,00,
170344000,00000116,false,0,6,00,C0,08,42,9A,BB,00,00,
170354000,0000000E,false,0,8,20,63,3F,FF,08,FF,F0,10,
170354000,0000049A,false,0,8,00,00,00,00,00,00,00,00,
170354000,0000031A,false,0,8,FA,DD,FF,A3,F5,29,FF,87,
170354000,00000154,false,0,8,10,17,0D,00,00,70,00,00,
170354000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170354000,00000108,false,0,4,00,00,05,1B,00,00,00,00,
170354000,00000168,false,0,8,C1,0C,1C,7F,00,00,50,1E,
170354000,000001F8,false,0,8,01,EF,F0,15,D2,57,00,00,
170354000,000002A8,false,0,8,00,00,00,00,9D,00,A3,1B,
170354000,00000228,false,0,4,40,C0,00,B2,00,00,00,00,
170354000,00000138,false,0,5,00,15,4B,00,00,00,00,00,
170354000,00000125,false,0,4,01,02,2E,05,00,00,00,00,
170354000,00000138,false,0,5,00,15,4B,00,00,00,00,00,
170354000,000005B8,false,0,8,00,2A,84,14,03,00,00,00,
170354000,00000106,false,0,8,6C,60,6C,00,77,00,00,B6,
170354000,00000116,false,0,6,00,C0,08,42,9B,BC,00,00,
170354000,00000102,false,0,6,F1,95,C2,FF,5B,FF,00,00,
170354000,0000025A,false,0,8,00,00,00,00,00,00,00,00,
170364000,0000023A,false,0,8,01,3A,00,12,00,00,00,00,
170364000,0000027A,false,0,7,30,30,0D,8C,09,15,00,00,
170364000,0000022A,false,0,8,67,01,5E,1D,00,00,00,00,
170364000,000006F2,false,0,8,0B,47,33,D1,7C,34,1F,CD,
170364000,00000210,false,0,7,00,00,E3,25,27,86,FF,00,
170364000,0000000E,false,0,8,20,63,3F,FF,08,FF,00,6F,
170364000,00000258,false,0,8,2F,C8,36,D8,46,05,00,8D,
170364000,000003A8,false,0,8,30,30,31,00,03,00,00,00,
170364000,00000202,false,0,8,FD,5E,45,9D,C4,09,1E,2D,
170364000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
170364000,00000212,false,0,5,D8,00,12,71,00,00,00,00,
170364000,0000028C,false,0,8,00,00,00,00,00,00,F0,00,
170364000,00000222,false,0,7,00,00,F9,95,00,10,70,00,
170364000,00000228,false,0,4,40,C0,10,7F,00,00,00,00,
170364000,00000154,false,0,8,10,17,0D,00,00,57,00,00,
170364000,000002A2,false,0,7,00,00,F9,95,00,10,70,00,
170364000,000002AC,false,0,8,0A,00,05,90,00,00,D6,CE,
170364000,00000232,false,0,4,07,24,68,82,00,00,00,00,
170364000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
170364000,00000106,false,0,8,6A,80,6A,00,77,00,00,D2,
170364000,000002CC,false,0,8,AB,7D,00,00,00,00,00,00,
170364000,00000116,false,0,6,00,C0,08,42,9C,BD,00,00,
170364000,00000102,false,0,6,FD,95,C3,FF,80,FF,00,00,
170364000,00000126,false,0,7,01,03,78,00,00,08,09,00,
170364000,0000020A,false,0,8,00,01,01,82,B1,41,11,11,
170374000,00000402,false,0,2,10,00,00,00,00,00,00,00,
170374000,0000048C,false,0,1,00,00,00,00,00,00,00,00,
170374000,0000000E,false,0,8,20,63,3F,FF,08,FF,10,A2,
170374000,0000079C,false,0,8,03,00,00,00,00,00,00,00,
170374000,000002DC,false,0,8,00,00,00,00,00,00,00,00,
170374000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170374000,00000108,false,0,4,00,00,06,1C,00,00,00,00,
170374000,00000168,false,0,8,C1,0C,1C,7F,00,00,60,2E,
170374000,000001F8,false,0,8,01,EF,F0,24,D1,67,00,00,
170374000,000002A8,false,0,8,00,00,00,00,9D,00,9D,1B,
170374000,0000029C,false,0,8,00,08,00,00,87,01,00,14,
170374000,00000154,false,0,8,10,17,0D,00,00,57,00,00,
170374000,00000228,false,0,4,40,C0,20,35,00,00,00,00,
170374000,00000154,false,0,8,10,17,0D,00,00,57,00,00,
170374000,00000358,false,0,8,04,07,50,01,F0,00,00,30,
170374000,00000106,false,0,8,68,A0,68,00,76,00,00,ED,
170374000,00000116,false,0,6,00,C0,08,42,9D,BE,00,00,
170374000,00000102,false,0,6,0B,96,BF,FF,95,FF,00,00,
170374000,0000026A,false,0,3,FA,01,00,00,00,00,00,00,
170384000,0000000E,false,0,8,20,63,3F,FF,08,FF,20,E8,
170384000,00000106,false,0,8,66,C0,66,00,76,F1,00,9C,
170384000,00000106,false,0,8,66,C0,66,00,76,00,00,09,
170384000,00000116,false,0,6,00,C0,08,42,9E,BF,00,00,
170384000,00000102,false,0,6,0B,96,B8,FF,91,FF,00,00,
170384000,000005E8,false,0,6,00,00,00,00,00,00,00,00,
170394000,0000000E,false,0,8,20,62,3F,FF,08,FF,30,63,
170394000,00000288,false,0,8,00,00,00,00,A3,1B,00,A3,
170394000,00000108,false,0,4,00,00,07,1D,00,00,00,00,
170394000,000002A8,false,0,8,00,00,00,00,9D,00,9D,1B,
170394000,000001F8,false,0,8,01,EF,F0,34,D1,77,00,00,
170394000,00000754,false,0,8,64,6C,03,6C,03,6C,03,00,
170394000,00000228,false,0,4,40,C0,40,A1,00,00,00,00,
170394000,00000154,false,0,8,10,17,0D,00,00,4F,00,00,
170394000,00000754,false,0,8,65,43,00,00,00,74,00,00,
170394000,00000754,false,0,8,67,00,15,00,00,00,00,00,
170394000,00000754,false,0,8,66,00,00,00,00,00,00,00,
170394000,00000106,false,0,8,64,E0,64,00,76,00,00,25,
170394000,00000116,false,0,6,00,C0,07,42,9F,BF,00,00,
170394000,00000102,false,0,6,FE,95,B3,FF,98,FF,00,00,
170394000,00000116,false,0,6,00,C0,07,42,9F,BF,00,00,
170394000,00000754,false,0,8,0A,00,00,00,00,00,00,00,
170404000,00000368,false,0,8,00,5A,1F,00,00,08,00,FF,
170404000,0000000E,false,0,8,20,62,3F,FF,08,FF,40,3A,
170404000,00000268,false,0,8,55,00,1D,02,BD,07,36,00,
170404000,0000036C,false,0,8,00,00,00,00,00,00,00,00,
170404000,0000020C,false,0,8,00,00,00,00,00,00,F0,00,
170404000,0000024C,false,0,8,AB,7D,00,00,00,00,00,00,
170404000,0000023C,false,0,8,3F,40,41,78,7E,64,00,00,
170404000,00000398,false,0,8,55,53,00,00,00,00,00,00,
170404000,00000228,false,0,4,40,C0,50,6C,00,00,00,00,
170404000,0000040C,false,0,1,00,00,00,00,00,00,00,00,
170404000,0000051C,false,0,8,01,00,00,00,FE,00,00,09,
170404000,00000154,false,0,8,10,17,0D,00,00,4D,00,00,
170404000,0000071C,false,0,8,18,00,00,00,00,00,00,00,
170404000,00000106,false,0,8,62,00,62,00,75,00,00,40,
170404000,00000116,false,0,6,00,C0,07,42,90,B0,00,00,
170404000,00000102,false,0,6,0B,96,B6,FF,64,FF,00,00,
170404000,00000116,false,0,6,00,C0,07,42,90,B0,00,00,
170404000,00000248,false,0,7,30,30,1D,8C,01,15,00,00,
170414000,0000000E,false,0,8,20,62,3F,FF,08,FF,50,F7,
170414000,0000020E,false,0,8,88,10,00,13,BB,00,06,00,
170414000,0000040E,false,0,1,00,00,00,00,00,00,00,00,
170414000,00000288,false,0,8,00,00,00,00,A3,1B,00,9D,
170414000,00000108,false,0,4,00,00,08,1E,00,00,00,00,
170414000,000002A8,false,0,8,00,00,00,00,9D,00,9D,1B,
170414000,000001F8,false,0,8,01,EF,F0,44,D1,87,00,00,
170414000,00000102,false,0,6,FF,95,BB,FF,5A,FF,00,00,
170414000,0000037C,false,0,8,00,00,00,00,00,00,00,00,
170414000,000002C8,false,0,8,6E,80,03,7B,00,00,10,46,
170414000,00000228,false,0,4,40,C0,60,26,00,00,00,00,
170414000,00000154,false,0,8,10,17,0D,00,00,52,00,00,
170414000,00000106,false,0,8,60,20,60,00,74,00,00,5B,
170414000,00000116,false,0,6,00,C0,07,42,91,B1,00,00,
170414000,00000102,false,0,6,FF,95,BB,FF,5A,FF,00,00,
170424000,0000000E,false,0,8,20,62,3F,FF,08,FF,60,BD,
170424000,00000102,false,0,6,0B,96,C0,FF,63,FF,00,00,
170424000,000003D8,false,0,3,87,06,00,00,00,00,00,00,
170424000,00000228,false,0,4,40,C0,70,EB,00,00,00,00,
170424000,00000408,false,0,1,30,00,00,00,00,00,00,00,
170424000,00000154,false,0,8,10,17,0D,00,00,58,00,00,
170424000,00000106,false,0,8,5E,40,5E,00,73,00,00,76,
170424000,00000116,false,0,6,00,C0,06,42,92,B1,00,00,
170424000,00000102,false,0,6,0B,96,C0,FF,63,FF,00,00,
170434000,0000000E,false,0,8,20,62,3F,FF,08,FF,70,70,
170434000,00000228,false,0,4,40,C0,80,94,00,00,00,00,
170434000,00000278,false,0,8,00,00,00,00,04,00,80,8A,
170434000,00000288,false,0,8,00,00,00,00,9D,1B,00,9D,
170434000,00000168,false,0,8,C4,0C,1C,7F,00,00,90,61,
170434000,000001F8,false,0,8,01,EF,F0,54,D1,97,00,00,
